transaction_id,date,amount,transaction_status,branch_id
901741,2025-04-25,,SUCCESS,Kuppam_Branch2
864534,2025-04-25,,SUCCESS,Kuppam_Branch2
283214,2025-04-25,,SUCCESS,Kuppam_Branch2
528909,2025-04-25,884.82,,Kuppam_Branch2
161444,2025-04-25,256.56,FAILED,Kuppam_Branch2
575306,2025-04-25,,FAILED,Kuppam_Branch2
944459,2025-04-26,,,Kuppam_Branch2
430173,2025-04-26,54.23,,Kuppam_Branch2
755677,2025-04-26,594.01,SUCCESS,Kuppam_Branch2
527131,2025-04-26,,SUCCESS,Kuppam_Branch2
345054,2025-04-26,357.18,,Kuppam_Branch2
949709,2025-04-26,440.8,,Kuppam_Branch2
426003,2025-04-26,972.5,,Kuppam_Branch2
370253,2025-04-26,361.54,,Kuppam_Branch2
886050,2025-04-26,,SUCCESS,Kuppam_Branch2
593959,2025-04-27,,FAILED,Kuppam_Branch2
918691,2025-04-27,589.35,SUCCESS,Kuppam_Branch2
798455,2025-04-27,,SUCCESS,Kuppam_Branch2
214572,2025-04-27,478.35,SUCCESS,Kuppam_Branch2
239401,2025-04-27,,FAILED,Kuppam_Branch2
592785,2025-04-27,,SUCCESS,Kuppam_Branch2
276788,2025-04-27,853.72,FAILED,Kuppam_Branch2
522753,2025-04-27,,,Kuppam_Branch2
574985,2025-04-28,,FAILED,Kuppam_Branch2
994069,2025-04-28,,SUCCESS,Kuppam_Branch2
771350,2025-04-28,,FAILED,Kuppam_Branch2
905983,2025-04-28,,,Kuppam_Branch2
991724,2025-04-28,411.33,,Kuppam_Branch2
976591,2025-04-28,,,Kuppam_Branch2
590391,2025-04-28,,,Kuppam_Branch2
112016,2025-04-28,,,Kuppam_Branch2
366551,2025-04-28,42.99,FAILED,Kuppam_Branch2
609395,2025-04-29,,,Kuppam_Branch2
556027,2025-04-29,883.8,,Kuppam_Branch2
393626,2025-04-29,,SUCCESS,Kuppam_Branch2
622918,2025-04-29,,,Kuppam_Branch2
591018,2025-04-29,235.4,,Kuppam_Branch2
872701,2025-04-29,,,Kuppam_Branch2
351057,2025-04-29,,,Kuppam_Branch2
309437,2025-04-30,382.9,,Kuppam_Branch2
967018,2025-04-30,,,Kuppam_Branch2
629035,2025-04-30,,SUCCESS,Kuppam_Branch2
782989,2025-04-30,,FAILED,Kuppam_Branch2
692635,2025-04-30,394.27,SUCCESS,Kuppam_Branch2
172577,2025-04-30,268.21,SUCCESS,Kuppam_Branch2
677045,2025-04-30,,,Kuppam_Branch2
863249,2025-05-01,705.71,,Kuppam_Branch2
607053,2025-05-01,,,Kuppam_Branch2
651511,2025-05-01,,FAILED,Kuppam_Branch2
240928,2025-05-01,,SUCCESS,Kuppam_Branch2
773994,2025-05-01,,,Kuppam_Branch2
