transaction_id,date,amount,transaction_status,branch_id
860042,2025-04-25,,,Nellore_Branch2
165972,2025-04-25,,,Nellore_Branch2
791235,2025-04-25,,SUCCESS,Nellore_Branch2
419495,2025-04-25,626.34,FAILED,Nellore_Branch2
257541,2025-04-25,302.6,SUCCESS,Nellore_Branch2
356541,2025-04-25,96.45,FAILED,Nellore_Branch2
889484,2025-04-26,809.38,FAILED,Nellore_Branch2
701152,2025-04-26,580.73,,Nellore_Branch2
125967,2025-04-26,772.15,,Nellore_Branch2
453927,2025-04-26,,FAILED,Nellore_Branch2
694930,2025-04-26,785.66,SUCCESS,Nellore_Branch2
635122,2025-04-26,,,Nellore_Branch2
148132,2025-04-27,269.2,SUCCESS,Nellore_Branch2
563655,2025-04-27,,FAILED,Nellore_Branch2
322468,2025-04-27,708.47,SUCCESS,Nellore_Branch2
338955,2025-04-27,597.57,,Nellore_Branch2
850314,2025-04-27,399.99,,Nellore_Branch2
376394,2025-04-27,766.3,FAILED,Nellore_Branch2
117099,2025-04-28,,SUCCESS,Nellore_Branch2
916315,2025-04-28,,FAILED,Nellore_Branch2
808268,2025-04-28,,,Nellore_Branch2
386473,2025-04-28,,,Nellore_Branch2
837902,2025-04-28,,SUCCESS,Nellore_Branch2
341079,2025-04-28,,,Nellore_Branch2
913867,2025-04-29,,,Nellore_Branch2
872120,2025-04-29,,,Nellore_Branch2
642761,2025-04-29,185.44,,Nellore_Branch2
985549,2025-04-29,,SUCCESS,Nellore_Branch2
929523,2025-04-29,,FAILED,Nellore_Branch2
249464,2025-04-29,,SUCCESS,Nellore_Branch2
985849,2025-04-29,,,Nellore_Branch2
321011,2025-04-29,,SUCCESS,Nellore_Branch2
198673,2025-04-29,,SUCCESS,Nellore_Branch2
359857,2025-04-30,,,Nellore_Branch2
969254,2025-04-30,,SUCCESS,Nellore_Branch2
586571,2025-04-30,,SUCCESS,Nellore_Branch2
204458,2025-04-30,588.93,,Nellore_Branch2
912338,2025-04-30,,FAILED,Nellore_Branch2
397885,2025-04-30,,FAILED,Nellore_Branch2
508287,2025-04-30,15.1,FAILED,Nellore_Branch2
820586,2025-04-30,,FAILED,Nellore_Branch2
436057,2025-04-30,,,Nellore_Branch2
435465,2025-05-01,353.34,FAILED,Nellore_Branch2
137487,2025-05-01,,,Nellore_Branch2
998206,2025-05-01,,,Nellore_Branch2
354487,2025-05-01,,,Nellore_Branch2
603676,2025-05-01,,,Nellore_Branch2
