transaction_id,date,amount,transaction_status,branch_id
970768,2025-04-25,,FAILED,Kuppam_Branch3
579222,2025-04-25,,,Kuppam_Branch3
264743,2025-04-25,,FAILED,Kuppam_Branch3
189760,2025-04-25,,SUCCESS,Kuppam_Branch3
561036,2025-04-25,,,Kuppam_Branch3
635048,2025-04-25,,,Kuppam_Branch3
611304,2025-04-25,,,Kuppam_Branch3
832460,2025-04-25,,,Kuppam_Branch3
133413,2025-04-25,62.07,FAILED,Kuppam_Branch3
310449,2025-04-26,225.9,,Kuppam_Branch3
816126,2025-04-26,,FAILED,Kuppam_Branch3
390579,2025-04-26,26.88,FAILED,Kuppam_Branch3
269238,2025-04-26,256.22,SUCCESS,Kuppam_Branch3
307925,2025-04-26,332.21,,Kuppam_Branch3
454222,2025-04-26,730.46,FAILED,Kuppam_Branch3
450337,2025-04-26,,FAILED,Kuppam_Branch3
262073,2025-04-26,,,Kuppam_Branch3
781601,2025-04-27,,FAILED,Kuppam_Branch3
663373,2025-04-27,549.48,FAILED,Kuppam_Branch3
661435,2025-04-27,,FAILED,Kuppam_Branch3
416657,2025-04-27,548.5,FAILED,Kuppam_Branch3
560170,2025-04-27,907.21,,Kuppam_Branch3
775315,2025-04-27,,FAILED,Kuppam_Branch3
292221,2025-04-27,601.32,,Kuppam_Branch3
810389,2025-04-28,,FAILED,Kuppam_Branch3
595143,2025-04-28,,,Kuppam_Branch3
309825,2025-04-28,,SUCCESS,Kuppam_Branch3
785573,2025-04-28,,FAILED,Kuppam_Branch3
660132,2025-04-28,,FAILED,Kuppam_Branch3
218162,2025-04-29,896.66,,Kuppam_Branch3
503977,2025-04-29,,,Kuppam_Branch3
956724,2025-04-29,,,Kuppam_Branch3
402057,2025-04-29,,,Kuppam_Branch3
942362,2025-04-29,,FAILED,Kuppam_Branch3
326572,2025-04-30,,,Kuppam_Branch3
299580,2025-04-30,757.44,,Kuppam_Branch3
372517,2025-04-30,,FAILED,Kuppam_Branch3
843651,2025-04-30,,FAILED,Kuppam_Branch3
291421,2025-04-30,,FAILED,Kuppam_Branch3
587086,2025-04-30,909.27,SUCCESS,Kuppam_Branch3
793077,2025-04-30,,,Kuppam_Branch3
892780,2025-05-01,,SUCCESS,Kuppam_Branch3
181952,2025-05-01,427.09,,Kuppam_Branch3
953452,2025-05-01,664.26,SUCCESS,Kuppam_Branch3
254180,2025-05-01,,,Kuppam_Branch3
713421,2025-05-01,,,Kuppam_Branch3
