transaction_id,date,amount,transaction_status,branch_id
348117,2025-04-25,,SUCCESS,Nellore_Branch5
694957,2025-04-25,431.68,,Nellore_Branch5
149043,2025-04-25,,,Nellore_Branch5
346826,2025-04-25,,,Nellore_Branch5
649461,2025-04-25,,,Nellore_Branch5
409464,2025-04-25,,,Nellore_Branch5
549862,2025-04-25,,,Nellore_Branch5
189449,2025-04-25,,SUCCESS,Nellore_Branch5
867007,2025-04-26,,,Nellore_Branch5
615224,2025-04-26,141.83,FAILED,Nellore_Branch5
593788,2025-04-26,894.53,,Nellore_Branch5
157652,2025-04-26,,SUCCESS,Nellore_Branch5
173244,2025-04-26,417.11,,Nellore_Branch5
409527,2025-04-26,,,Nellore_Branch5
417161,2025-04-26,,,Nellore_Branch5
926753,2025-04-26,377.28,FAILED,Nellore_Branch5
464748,2025-04-26,,SUCCESS,Nellore_Branch5
985030,2025-04-27,,,Nellore_Branch5
646900,2025-04-27,735.06,SUCCESS,Nellore_Branch5
402073,2025-04-27,884.62,SUCCESS,Nellore_Branch5
872464,2025-04-27,,,Nellore_Branch5
204907,2025-04-27,,FAILED,Nellore_Branch5
375198,2025-04-27,,SUCCESS,Nellore_Branch5
650699,2025-04-27,,SUCCESS,Nellore_Branch5
650128,2025-04-28,594.05,,Nellore_Branch5
791881,2025-04-28,440.79,,Nellore_Branch5
345596,2025-04-28,,,Nellore_Branch5
547070,2025-04-28,,,Nellore_Branch5
345501,2025-04-28,726.88,FAILED,Nellore_Branch5
272528,2025-04-29,,FAILED,Nellore_Branch5
163214,2025-04-29,,,Nellore_Branch5
211899,2025-04-29,,,Nellore_Branch5
932545,2025-04-29,168.27,,Nellore_Branch5
758880,2025-04-29,,,Nellore_Branch5
559840,2025-04-30,,FAILED,Nellore_Branch5
106891,2025-04-30,777.18,,Nellore_Branch5
980377,2025-04-30,,SUCCESS,Nellore_Branch5
844204,2025-04-30,309.98,SUCCESS,Nellore_Branch5
952285,2025-04-30,,,Nellore_Branch5
512997,2025-04-30,,,Nellore_Branch5
978799,2025-05-01,,FAILED,Nellore_Branch5
396735,2025-05-01,,FAILED,Nellore_Branch5
677251,2025-05-01,738.5,,Nellore_Branch5
716879,2025-05-01,,,Nellore_Branch5
738508,2025-05-01,,,Nellore_Branch5
412153,2025-05-01,,,Nellore_Branch5
717936,2025-05-01,,SUCCESS,Nellore_Branch5
