transaction_id,date,amount,transaction_status,branch_id
867803,2025-04-25,,,Atmakur_Branch1
372605,2025-04-25,913.67,,Atmakur_Branch1
134589,2025-04-25,,FAILED,Atmakur_Branch1
542258,2025-04-25,,FAILED,Atmakur_Branch1
330910,2025-04-25,247.94,SUCCESS,Atmakur_Branch1
610132,2025-04-25,166.48,,Atmakur_Branch1
597274,2025-04-25,,FAILED,Atmakur_Branch1
720322,2025-04-25,,,Atmakur_Branch1
627541,2025-04-25,,SUCCESS,Atmakur_Branch1
862871,2025-04-26,,,Atmakur_Branch1
133996,2025-04-26,301.31,FAILED,Atmakur_Branch1
956719,2025-04-26,,,Atmakur_Branch1
891133,2025-04-26,,,Atmakur_Branch1
460675,2025-04-26,399.82,FAILED,Atmakur_Branch1
456610,2025-04-26,,,Atmakur_Branch1
339498,2025-04-27,,FAILED,Atmakur_Branch1
236796,2025-04-27,772.43,,Atmakur_Branch1
675892,2025-04-27,,SUCCESS,Atmakur_Branch1
814990,2025-04-27,356.89,,Atmakur_Branch1
388200,2025-04-27,,FAILED,Atmakur_Branch1
309242,2025-04-27,922.55,FAILED,Atmakur_Branch1
645101,2025-04-27,,FAILED,Atmakur_Branch1
818660,2025-04-27,,,Atmakur_Branch1
444739,2025-04-28,,,Atmakur_Branch1
172215,2025-04-28,901.22,FAILED,Atmakur_Branch1
929056,2025-04-28,,,Atmakur_Branch1
292646,2025-04-28,852.9,,Atmakur_Branch1
159181,2025-04-28,,SUCCESS,Atmakur_Branch1
974103,2025-04-29,,FAILED,Atmakur_Branch1
626066,2025-04-29,,FAILED,Atmakur_Branch1
631808,2025-04-29,,,Atmakur_Branch1
479273,2025-04-29,,FAILED,Atmakur_Branch1
173570,2025-04-29,992.42,,Atmakur_Branch1
805532,2025-04-30,286.83,,Atmakur_Branch1
822180,2025-04-30,485.37,SUCCESS,Atmakur_Branch1
735624,2025-04-30,931.94,,Atmakur_Branch1
449833,2025-04-30,,,Atmakur_Branch1
873674,2025-04-30,,FAILED,Atmakur_Branch1
298763,2025-04-30,,FAILED,Atmakur_Branch1
447324,2025-04-30,,SUCCESS,Atmakur_Branch1
552681,2025-04-30,,,Atmakur_Branch1
546603,2025-05-01,,SUCCESS,Atmakur_Branch1
877307,2025-05-01,,SUCCESS,Atmakur_Branch1
924855,2025-05-01,30.45,,Atmakur_Branch1
378242,2025-05-01,,SUCCESS,Atmakur_Branch1
597530,2025-05-01,,FAILED,Atmakur_Branch1
819029,2025-05-01,948.84,FAILED,Atmakur_Branch1
420025,2025-05-01,,FAILED,Atmakur_Branch1
509952,2025-05-01,,,Atmakur_Branch1
