transaction_id,date,amount,transaction_status,branch_id
952016,2025-04-25,,,Kuppam_Branch4
682203,2025-04-25,119.02,,Kuppam_Branch4
631556,2025-04-25,,FAILED,Kuppam_Branch4
236606,2025-04-25,,,Kuppam_Branch4
866752,2025-04-25,724.03,SUCCESS,Kuppam_Branch4
169932,2025-04-25,,SUCCESS,Kuppam_Branch4
219795,2025-04-25,,SUCCESS,Kuppam_Branch4
457917,2025-04-25,,SUCCESS,Kuppam_Branch4
734364,2025-04-26,277.0,,Kuppam_Branch4
285435,2025-04-26,,SUCCESS,Kuppam_Branch4
493105,2025-04-26,,SUCCESS,Kuppam_Branch4
780945,2025-04-26,,SUCCESS,Kuppam_Branch4
213939,2025-04-26,,,Kuppam_Branch4
436754,2025-04-27,,SUCCESS,Kuppam_Branch4
712641,2025-04-27,,,Kuppam_Branch4
256228,2025-04-27,,SUCCESS,Kuppam_Branch4
319918,2025-04-27,,FAILED,Kuppam_Branch4
575103,2025-04-27,,FAILED,Kuppam_Branch4
156856,2025-04-27,,SUCCESS,Kuppam_Branch4
151500,2025-04-27,896.3,SUCCESS,Kuppam_Branch4
765483,2025-04-28,626.64,,Kuppam_Branch4
468351,2025-04-28,347.72,,Kuppam_Branch4
481627,2025-04-28,947.1,,Kuppam_Branch4
709598,2025-04-28,,SUCCESS,Kuppam_Branch4
685684,2025-04-28,,,Kuppam_Branch4
206529,2025-04-28,,,Kuppam_Branch4
482427,2025-04-28,687.18,,Kuppam_Branch4
243442,2025-04-29,143.02,FAILED,Kuppam_Branch4
973356,2025-04-29,359.87,SUCCESS,Kuppam_Branch4
755176,2025-04-29,,SUCCESS,Kuppam_Branch4
590520,2025-04-29,,,Kuppam_Branch4
351210,2025-04-29,,FAILED,Kuppam_Branch4
210223,2025-04-29,970.14,SUCCESS,Kuppam_Branch4
831176,2025-04-29,668.58,SUCCESS,Kuppam_Branch4
405932,2025-04-29,,,Kuppam_Branch4
723911,2025-04-30,139.99,SUCCESS,Kuppam_Branch4
844493,2025-04-30,,FAILED,Kuppam_Branch4
173954,2025-04-30,,,Kuppam_Branch4
873411,2025-04-30,762.47,FAILED,Kuppam_Branch4
738085,2025-04-30,649.81,SUCCESS,Kuppam_Branch4
203815,2025-04-30,,FAILED,Kuppam_Branch4
549369,2025-04-30,,SUCCESS,Kuppam_Branch4
750146,2025-05-01,842.18,,Kuppam_Branch4
274661,2025-05-01,,FAILED,Kuppam_Branch4
599313,2025-05-01,,,Kuppam_Branch4
185633,2025-05-01,,SUCCESS,Kuppam_Branch4
133003,2025-05-01,,,Kuppam_Branch4
