transaction_id,date,amount,transaction_status,branch_id
689576,2025-04-25,,,Atmakur_Branch2
598933,2025-04-25,454.84,,Atmakur_Branch2
134688,2025-04-25,,FAILED,Atmakur_Branch2
186333,2025-04-25,,FAILED,Atmakur_Branch2
990419,2025-04-25,,,Atmakur_Branch2
830810,2025-04-26,,FAILED,Atmakur_Branch2
105032,2025-04-26,180.77,,Atmakur_Branch2
537912,2025-04-26,,FAILED,Atmakur_Branch2
875872,2025-04-26,,FAILED,Atmakur_Branch2
871811,2025-04-26,,,Atmakur_Branch2
590330,2025-04-26,,,Atmakur_Branch2
132801,2025-04-26,895.14,,Atmakur_Branch2
505326,2025-04-26,,SUCCESS,Atmakur_Branch2
709183,2025-04-26,,,Atmakur_Branch2
164774,2025-04-27,725.38,,Atmakur_Branch2
502939,2025-04-27,,FAILED,Atmakur_Branch2
391856,2025-04-27,332.3,,Atmakur_Branch2
123209,2025-04-27,,,Atmakur_Branch2
919965,2025-04-27,,,Atmakur_Branch2
836868,2025-04-28,483.86,,Atmakur_Branch2
977578,2025-04-28,,SUCCESS,Atmakur_Branch2
632407,2025-04-28,,,Atmakur_Branch2
580666,2025-04-28,73.84,,Atmakur_Branch2
765218,2025-04-28,,SUCCESS,Atmakur_Branch2
164333,2025-04-28,,,Atmakur_Branch2
450678,2025-04-28,772.59,,Atmakur_Branch2
800380,2025-04-28,383.91,SUCCESS,Atmakur_Branch2
970802,2025-04-29,506.04,,Atmakur_Branch2
702240,2025-04-29,,,Atmakur_Branch2
440076,2025-04-29,106.48,SUCCESS,Atmakur_Branch2
831273,2025-04-29,,SUCCESS,Atmakur_Branch2
471364,2025-04-29,150.53,,Atmakur_Branch2
790202,2025-04-30,706.46,SUCCESS,Atmakur_Branch2
153457,2025-04-30,,,Atmakur_Branch2
996418,2025-04-30,,FAILED,Atmakur_Branch2
484095,2025-04-30,,FAILED,Atmakur_Branch2
114764,2025-04-30,648.6,,Atmakur_Branch2
826814,2025-04-30,95.35,,Atmakur_Branch2
108632,2025-04-30,120.65,SUCCESS,Atmakur_Branch2
127027,2025-05-01,,,Atmakur_Branch2
632804,2025-05-01,,SUCCESS,Atmakur_Branch2
856688,2025-05-01,,SUCCESS,Atmakur_Branch2
321780,2025-05-01,,SUCCESS,Atmakur_Branch2
867293,2025-05-01,574.79,FAILED,Atmakur_Branch2
339808,2025-05-01,,SUCCESS,Atmakur_Branch2
651349,2025-05-01,,,Atmakur_Branch2
