transaction_id,date,amount,transaction_status,branch_id
857219,2025-04-25,,SUCCESS,Atmakur_Branch5
842590,2025-04-25,126.83,FAILED,Atmakur_Branch5
962176,2025-04-25,,,Atmakur_Branch5
695743,2025-04-25,18.69,,Atmakur_Branch5
498678,2025-04-25,,,Atmakur_Branch5
210449,2025-04-25,96.83,,Atmakur_Branch5
610471,2025-04-25,267.04,,Atmakur_Branch5
669822,2025-04-26,,,Atmakur_Branch5
993795,2025-04-26,,SUCCESS,Atmakur_Branch5
773922,2025-04-26,,,Atmakur_Branch5
356557,2025-04-26,,FAILED,Atmakur_Branch5
723778,2025-04-26,,FAILED,Atmakur_Branch5
587696,2025-04-26,474.25,SUCCESS,Atmakur_Branch5
130991,2025-04-26,,,Atmakur_Branch5
723535,2025-04-27,,,Atmakur_Branch5
171972,2025-04-27,,FAILED,Atmakur_Branch5
826009,2025-04-27,181.45,,Atmakur_Branch5
847136,2025-04-27,,SUCCESS,Atmakur_Branch5
865141,2025-04-27,,SUCCESS,Atmakur_Branch5
699004,2025-04-27,,,Atmakur_Branch5
804461,2025-04-27,459.6,,Atmakur_Branch5
213585,2025-04-27,,SUCCESS,Atmakur_Branch5
150886,2025-04-27,,,Atmakur_Branch5
662453,2025-04-28,724.48,,Atmakur_Branch5
399711,2025-04-28,,,Atmakur_Branch5
303010,2025-04-28,288.75,,Atmakur_Branch5
840635,2025-04-28,,,Atmakur_Branch5
174053,2025-04-28,,,Atmakur_Branch5
409070,2025-04-28,,,Atmakur_Branch5
239733,2025-04-28,202.1,,Atmakur_Branch5
718466,2025-04-29,657.4,,Atmakur_Branch5
126418,2025-04-29,,SUCCESS,Atmakur_Branch5
265367,2025-04-29,557.43,,Atmakur_Branch5
245384,2025-04-29,835.29,FAILED,Atmakur_Branch5
535968,2025-04-29,,FAILED,Atmakur_Branch5
972316,2025-04-29,624.47,FAILED,Atmakur_Branch5
774634,2025-04-30,120.55,,Atmakur_Branch5
594246,2025-04-30,677.91,SUCCESS,Atmakur_Branch5
953484,2025-04-30,,FAILED,Atmakur_Branch5
280534,2025-04-30,573.93,,Atmakur_Branch5
440456,2025-04-30,724.78,SUCCESS,Atmakur_Branch5
316492,2025-04-30,,FAILED,Atmakur_Branch5
845800,2025-04-30,142.57,,Atmakur_Branch5
283397,2025-04-30,,FAILED,Atmakur_Branch5
266832,2025-05-01,,,Atmakur_Branch5
586358,2025-05-01,,,Atmakur_Branch5
242280,2025-05-01,,SUCCESS,Atmakur_Branch5
362709,2025-05-01,,,Atmakur_Branch5
988622,2025-05-01,,,Atmakur_Branch5
